Name,Price,Spread,RollLong,RollShort,PIP,PIPCost,MarginCost,Leverage,LotAmount,Commission,Symbol,Type
#USDT/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,USDT/BTC!CRYPTOC:USDT/BTC
ETH/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,ETH/BTC!CRYPTOC:ETH/BTC
BNB/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,*!CRYPTOC:*
BCH/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,BCH/BTC!CRYPTOC:BCH/BTC
EOS/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,EOS/BTC!CRYPTOC:EOS/BTC
IOT/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,IOTA/BTC!CRYPTOC:MIOTA/BTC
NEO/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,NEO/BTC!CRYPTOC:NEO/BTC
RVN/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,*!CRYPTOC:*
STRAT/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,STRAT/BTC!CRYPTOC:STRAT/BTC
TRX/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,TRX/BTC!CRYPTOC:TRX/BTC
WAVES/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,*!CRYPTOC:*
XLM/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,XLM/BTC!CRYPTOC:XLM/BTC
XRP/BTC,1,0,0,0,0.000001,0.000001,0,1,1,-0.25,XRP/BTC!CRYPTOC:XRP/BTC
