Date,PnL
2018-09-16,535909.97
2018-09-17,532043.88
2018-09-18,531651.64
2018-09-19,531159.34
2018-09-20,532640.80
2018-09-21,536274.79
2018-09-23,535668.23
2018-09-24,533148.23
2018-09-25,534004.97
2018-09-26,532116.92
2018-09-27,531611.41
2018-09-28,531435.53
2018-09-30,531320.05
2018-10-01,531432.28
2018-10-02,531794.41
2018-10-03,533610.64
2018-10-04,530167.81
2018-10-05,529912.50
2018-10-07,529939.05
2018-10-08,530965.62
2018-10-09,530011.31
2018-10-10,530356.77
2018-10-11,535616.39
2018-10-12,535260.97
2018-10-14,535385.38
2018-10-15,528633.55
2018-10-16,528937.75
2018-10-17,528656.80
2018-10-18,527653.42
2018-10-19,527555.14
2018-10-21,527501.86
2018-10-22,527411.83
2018-10-23,527433.75
2018-10-24,526903.99
2018-10-25,526549.82
2018-10-26,526647.27
2018-10-28,526655.06
2018-10-29,526688.63
2018-10-30,526582.02
2018-10-31,526006.93
2018-11-01,526399.68
2018-11-02,526442.24
2018-11-04,527806.37
2018-11-05,527611.08
2018-11-06,529146.62
2018-11-07,531422.66
2018-11-08,529397.99
2018-11-09,530527.76
2018-11-11,530949.76
2018-11-12,530990.77
2018-11-13,532474.93
2018-11-14,565752.18
2018-11-15,566949.48
2018-11-16,564357.07
2018-11-18,564470.95
2018-11-19,610365.62
2018-11-20,650741.98
2018-11-21,631781.09
2018-11-22,636371.16
2018-11-23,653810.59
2018-11-25,678639.47
2018-11-26,710551.17
2018-11-27,692558.08
2018-11-28,672194.65
2018-11-29,672746.75
2018-11-30,667172.26
2018-12-02,666618.49
2018-12-03,668695.95
2018-12-04,667003.56
2018-12-05,668014.53
2018-12-06,669854.62
2018-12-07,677009.30
2018-12-09,669881.29
2018-12-10,670661.76
2018-12-11,670775.70
2018-12-12,670070.29
2018-12-13,670447.59
2018-12-14,671635.56
2018-12-16,671275.84
2018-12-17,663966.71
2018-12-18,664793.52
2018-12-19,666824.86
2018-12-20,674361.85
2018-12-21,670370.49
2018-12-23,670915.32
2018-12-24,673764.35
2018-12-26,661977.81
2018-12-27,666631.78
2018-12-28,657464.47
2018-12-30,659411.83
2018-12-31,658424.01
2019-01-01,658216.56
2019-01-02,658273.39
2019-01-03,656604.65
2019-01-04,656985.10
2019-01-06,653776.54
2019-01-07,653467.78
2019-01-08,653397.28
2019-01-09,653452.78
2019-01-10,649019.26
2019-01-11,648686.31
2019-01-13,650800.31
2019-01-14,647348.30
2019-01-15,646655.12
2019-01-16,646645.96
2019-01-17,646007.56
2019-01-18,645677.41
2019-01-20,645722.67
2019-01-21,645838.71
2019-01-22,644755.32
2019-01-23,644494.24
2019-01-24,644247.27
2019-01-25,644119.85
2019-01-27,644107.40
2019-01-28,644624.24
2019-01-29,645319.91
2019-01-30,644167.87
2019-01-31,643855.99
2019-02-01,643616.46
2019-02-03,643545.03
2019-02-04,643571.70
2019-02-05,643555.66
2019-02-06,643165.77
2019-02-07,643230.85
2019-02-08,638113.47
2019-02-10,638118.74
2019-02-11,638121.55
2019-02-12,637842.20
2019-02-13,637568.33
2019-02-14,637692.21
2019-02-15,637543.67
2019-02-17,637538.98
2019-02-18,638216.70
2019-02-19,638594.92
2019-02-20,638854.05
2019-02-21,638062.63
2019-02-22,638124.75
2019-02-24,636668.16
2019-02-25,636508.90
2019-02-26,636578.93
2019-02-27,636529.21
2019-02-28,636239.01
2019-03-01,636258.30
2019-03-03,636160.16
2019-03-04,636100.13
2019-03-05,634905.81
2019-03-06,635091.47
2019-03-07,635308.13
2019-03-08,635883.45
2019-03-10,636137.64
2019-03-11,634420.25
2019-03-12,634184.90
