Name,Type,Asset,ID,Lots,Open,Close,Entry,Exit,Profit,Roll,ExitType
BITCOIN,Long,BTCUSD,483701,7,2015-10-22 15:00,2015-11-05 07:00,274.32,392.85,+830,0.00,Reverse
BITCOIN,Long,BTCUSD,483901,7,2015-10-22 17:00,2015-11-05 07:00,274.15,392.85,+831,0.00,Reverse
BITCOIN,Long,BTCUSD,484001,7,2015-10-22 18:00,2015-11-05 07:00,273.59,392.85,+835,0.00,Reverse
BITCOIN,Long,BTCUSD,484201,7,2015-10-22 20:00,2015-11-05 07:00,273.34,392.85,+837,0.00,Reverse
BITCOIN,Long,BTCUSD,484401,7,2015-10-22 22:00,2015-11-05 07:00,274.18,392.85,+831,0.00,Reverse
BITCOIN,Long,BTCUSD,484501,7,2015-10-22 23:00,2015-11-05 07:00,274.17,392.85,+831,0.00,Reverse
BITCOIN,Long,BTCUSD,484801,7,2015-10-23 02:00,2015-11-05 07:00,275.51,392.85,+821,0.00,Reverse
BITCOIN,Long,BTCUSD,484901,7,2015-10-23 03:00,2015-11-05 07:00,275.75,392.85,+820,0.00,Reverse
BITCOIN,Long,BTCUSD,485001,7,2015-10-23 04:00,2015-11-05 07:00,275.47,392.85,+822,0.00,Reverse
BITCOIN,Long,BTCUSD,485301,7,2015-10-23 07:00,2015-11-05 07:00,277.79,392.85,+805,0.00,Reverse
BITCOIN,Long,BTCUSD,485601,7,2015-10-23 10:00,2015-11-05 07:00,277.77,392.85,+806,0.00,Reverse
BITCOIN,Long,BTCUSD,485901,7,2015-10-23 13:00,2015-11-05 07:00,275.63,392.85,+821,0.00,Reverse
BITCOIN,Long,BTCUSD,486401,7,2015-10-23 18:00,2015-11-05 07:00,277.22,392.85,+809,0.00,Reverse
BITCOIN,Long,BTCUSD,486701,7,2015-10-26 00:00,2015-11-05 07:00,284.19,392.85,+761,0.00,Reverse
BITCOIN,Long,BTCUSD,487001,7,2015-10-26 03:00,2015-11-05 07:00,284.48,392.85,+759,0.00,Reverse
BITCOIN,Long,BTCUSD,487201,7,2015-10-26 05:00,2015-11-05 07:00,280.25,392.85,+788,0.00,Reverse
BITCOIN,Long,BTCUSD,487701,7,2015-10-26 10:00,2015-11-05 07:00,283.94,392.85,+762,0.00,Reverse
BITCOIN,Long,BTCUSD,487801,7,2015-10-26 11:00,2015-11-05 07:00,283.46,392.85,+766,0.00,Reverse
BITCOIN,Long,BTCUSD,488001,7,2015-10-26 13:00,2015-11-05 07:00,285.02,392.85,+755,0.00,Reverse
BITCOIN,Long,BTCUSD,488301,7,2015-10-26 16:00,2015-11-05 07:00,285.40,392.85,+752,0.00,Reverse
BITCOIN,Long,BTCUSD,488501,7,2015-10-26 18:00,2015-11-05 07:00,284.63,392.85,+757,0.00,Reverse
BITCOIN,Long,BTCUSD,488601,7,2015-10-26 19:00,2015-11-05 07:00,284.01,392.85,+762,0.00,Reverse
BITCOIN,Long,BTCUSD,488701,7,2015-10-26 20:00,2015-11-05 07:00,284.02,392.85,+762,0.00,Reverse
BITCOIN,Long,BTCUSD,488901,7,2015-10-26 22:00,2015-11-05 07:00,286.51,392.85,+744,0.00,Reverse
BITCOIN,Long,BTCUSD,489301,7,2015-10-27 02:00,2015-11-05 07:00,291.18,392.85,+712,0.00,Reverse
BITCOIN,Long,BTCUSD,489501,7,2015-10-27 04:00,2015-11-05 07:00,288.10,392.85,+733,0.00,Reverse
BITCOIN,Long,BTCUSD,489801,7,2015-10-27 07:00,2015-11-05 07:00,289.44,392.85,+724,0.00,Reverse
BITCOIN,Long,BTCUSD,489901,7,2015-10-27 08:00,2015-11-05 07:00,289.08,392.85,+726,0.00,Reverse
BITCOIN,Long,BTCUSD,490601,7,2015-10-27 15:00,2015-11-05 07:00,294.19,392.85,+691,0.00,Reverse
BITCOIN,Long,BTCUSD,491001,7,2015-10-27 19:00,2015-11-05 07:00,295.55,392.85,+681,0.00,Reverse
BITCOIN,Long,BTCUSD,491201,7,2015-10-27 21:00,2015-11-05 07:00,296.17,392.85,+677,0.00,Reverse
BITCOIN,Long,BTCUSD,491401,7,2015-10-27 23:00,2015-11-05 07:00,295.27,392.85,+683,0.00,Reverse
BITCOIN,Long,BTCUSD,491801,7,2015-10-28 03:00,2015-11-05 07:00,298.93,392.85,+657,0.00,Reverse
BITCOIN,Long,BTCUSD,492001,7,2015-10-28 05:00,2015-11-05 07:00,300.96,392.85,+643,0.00,Reverse
BITCOIN,Long,BTCUSD,492201,7,2015-10-28 07:00,2015-11-05 07:00,300.05,392.85,+650,0.00,Reverse
BITCOIN,Long,BTCUSD,492601,7,2015-10-28 11:00,2015-11-05 07:00,300.67,392.85,+645,0.00,Reverse
BITCOIN,Long,BTCUSD,493101,7,2015-10-28 16:00,2015-11-05 07:00,305.73,392.85,+610,0.00,Reverse
BITCOIN,Long,BTCUSD,493201,7,2015-10-28 17:00,2015-11-05 07:00,300.93,392.85,+643,0.00,Reverse
BITCOIN,Long,BTCUSD,493301,7,2015-10-28 18:00,2015-11-05 07:00,298.86,392.85,+658,0.00,Reverse
BITCOIN,Long,BTCUSD,494001,7,2015-10-29 01:00,2015-11-05 07:00,304.72,392.85,+617,0.00,Reverse
BITCOIN,Long,BTCUSD,494101,7,2015-10-29 02:00,2015-11-05 07:00,303.90,392.85,+623,0.00,Reverse
BITCOIN,Long,BTCUSD,494301,7,2015-10-29 04:00,2015-11-05 07:00,304.79,392.85,+616,0.00,Reverse
BITCOIN,Long,BTCUSD,494601,7,2015-10-29 07:00,2015-11-05 07:00,306.37,392.85,+605,0.00,Reverse
BITCOIN,Long,BTCUSD,495101,6,2015-10-29 12:00,2015-11-05 07:00,309.42,392.85,+501,0.00,Reverse
BITCOIN,Long,BTCUSD,495401,6,2015-10-29 15:00,2015-11-05 07:00,313.92,392.85,+474,0.00,Reverse
BITCOIN,Long,BTCUSD,495601,6,2015-10-29 17:00,2015-11-05 07:00,311.97,392.85,+485,0.00,Reverse
BITCOIN,Long,BTCUSD,495701,6,2015-10-29 18:00,2015-11-05 07:00,311.42,392.85,+489,0.00,Reverse
BITCOIN,Long,BTCUSD,495901,6,2015-10-29 20:00,2015-11-05 07:00,312.12,392.85,+484,0.00,Reverse
BITCOIN,Long,BTCUSD,496301,6,2015-10-30 00:00,2015-11-05 07:00,315.17,392.85,+466,0.00,Reverse
BITCOIN,Long,BTCUSD,496801,6,2015-10-30 05:00,2015-11-05 07:00,324.52,392.85,+410,0.00,Reverse
BITCOIN,Long,BTCUSD,497301,6,2015-10-30 10:00,2015-11-05 07:00,325.44,392.85,+404,0.00,Reverse
BITCOIN,Long,BTCUSD,497401,6,2015-10-30 11:00,2015-11-05 07:00,324.93,392.85,+408,0.00,Reverse
BITCOIN,Long,BTCUSD,497501,6,2015-10-30 12:00,2015-11-05 07:00,319.92,392.85,+438,0.00,Reverse
BITCOIN,Long,BTCUSD,497601,6,2015-10-30 13:00,2015-11-05 07:00,317.00,392.85,+455,0.00,Reverse
BITCOIN,Long,BTCUSD,498301,6,2015-11-01 23:00,2015-11-05 07:00,326.02,392.85,+401,0.00,Reverse
BITCOIN,Long,BTCUSD,498401,6,2015-11-02 00:00,2015-11-05 07:00,326.01,392.85,+401,0.00,Reverse
BITCOIN,Long,BTCUSD,498601,6,2015-11-02 02:00,2015-11-05 07:00,324.20,392.85,+412,0.00,Reverse
BITCOIN,Long,BTCUSD,498801,6,2015-11-02 04:00,2015-11-05 07:00,325.48,392.85,+404,0.00,Reverse
BITCOIN,Long,BTCUSD,499001,6,2015-11-02 06:00,2015-11-05 07:00,327.11,392.85,+394,0.00,Reverse
BITCOIN,Long,BTCUSD,499201,6,2015-11-02 08:00,2015-11-05 07:00,328.38,392.85,+387,0.00,Reverse
BITCOIN,Long,BTCUSD,499401,6,2015-11-02 10:00,2015-11-05 07:00,330.54,392.85,+374,0.00,Reverse
BITCOIN,Long,BTCUSD,499701,6,2015-11-02 13:00,2015-11-05 07:00,338.97,392.85,+323,0.00,Reverse
BITCOIN,Long,BTCUSD,499901,6,2015-11-02 15:00,2015-11-05 07:00,335.18,392.85,+346,0.00,Reverse
BITCOIN,Long,BTCUSD,500501,6,2015-11-02 21:00,2015-11-05 07:00,353.52,392.85,+236,0.00,Reverse
BITCOIN,Long,BTCUSD,500801,6,2015-11-03 00:00,2015-11-05 07:00,361.66,392.85,+187,0.00,Reverse
BITCOIN,Long,BTCUSD,500901,6,2015-11-03 01:00,2015-11-05 07:00,361.06,392.85,+191,0.00,Reverse
BITCOIN,Long,BTCUSD,501401,5,2015-11-03 06:00,2015-11-05 07:00,370.45,392.85,+112,0.00,Reverse
BITCOIN,Long,BTCUSD,501501,5,2015-11-03 07:00,2015-11-05 07:00,369.71,392.85,+116,0.00,Reverse
BITCOIN,Long,BTCUSD,501601,5,2015-11-03 08:00,2015-11-05 07:00,369.91,392.85,+115,0.00,Reverse
BITCOIN,Long,BTCUSD,501901,5,2015-11-03 11:00,2015-11-05 07:00,375.19,392.85,+88.27,0.00,Reverse
BITCOIN,Long,BTCUSD,502201,5,2015-11-03 14:00,2015-11-05 07:00,393.50,392.85,-3.27,0.00,Reverse
BITCOIN,Long,BTCUSD,502401,5,2015-11-03 16:00,2015-11-05 07:00,392.92,392.85,-0.36,0.00,Reverse
BITCOIN,Long,BTCUSD,502801,5,2015-11-03 20:00,2015-11-05 07:00,393.14,392.85,-1.50,0.00,Reverse
BITCOIN,Long,BTCUSD,503001,5,2015-11-03 22:00,2015-11-05 07:00,397.24,392.85,-21.97,0.00,Reverse
BITCOIN,Long,BTCUSD,503801,5,2015-11-04 06:00,2015-11-05 07:00,433.56,392.85,-204,0.00,Reverse
BITCOIN,Long,BTCUSD,503901,5,2015-11-04 07:00,2015-11-05 07:00,432.31,392.85,-197,0.00,Reverse
BITCOIN,Long,BTCUSD,504101,5,2015-11-04 09:00,2015-11-05 07:00,432.59,392.85,-199,0.00,Reverse
BITCOIN,Long,BTCUSD,504801,4,2015-11-04 16:00,2015-11-05 07:00,485.23,392.85,-370,0.00,Reverse
BITCOIN,Long,BTCUSD,504901,4,2015-11-04 17:00,2015-11-05 07:00,479.40,392.85,-346,0.00,Reverse
BITCOIN,Long,BTCUSD,505001,4,2015-11-04 18:00,2015-11-05 07:00,467.55,392.85,-299,0.00,Reverse
BITCOIN,Long,BTCUSD,505201,4,2015-11-04 20:00,2015-11-05 07:00,466.44,392.85,-294,0.00,Reverse
BITCOIN,Long,BTCUSD,505401,5,2015-11-04 22:00,2015-11-05 07:00,418.86,392.85,-130,0.00,Reverse
BITCOIN,Short,BTCUSD,506301,5,2015-11-05 07:00,2015-11-12 13:00,392.85,332.59,+301,0.00,Reverse
BITCOIN,Short,BTCUSD,506401,5,2015-11-05 08:00,2015-11-12 13:00,391.14,332.59,+293,0.00,Reverse
BITCOIN,Short,BTCUSD,506701,5,2015-11-05 11:00,2015-11-12 13:00,391.72,332.59,+296,0.00,Reverse
BITCOIN,Short,BTCUSD,506901,5,2015-11-05 13:00,2015-11-12 13:00,395.57,332.59,+315,0.00,Reverse
BITCOIN,Short,BTCUSD,507001,5,2015-11-05 14:00,2015-11-12 13:00,403.07,332.59,+352,0.00,Reverse
BITCOIN,Short,BTCUSD,507301,5,2015-11-05 17:00,2015-11-12 13:00,397.66,332.59,+325,0.00,Reverse
BITCOIN,Short,BTCUSD,507501,5,2015-11-05 19:00,2015-11-12 13:00,405.45,332.59,+364,0.00,Reverse
BITCOIN,Short,BTCUSD,508501,6,2015-11-06 05:00,2015-11-12 13:00,360.06,332.59,+165,0.00,Reverse
BITCOIN,Short,BTCUSD,508601,6,2015-11-06 06:00,2015-11-12 13:00,360.85,332.59,+170,0.00,Reverse
BITCOIN,Short,BTCUSD,508701,5,2015-11-06 07:00,2015-11-12 13:00,368.74,332.59,+181,0.00,Reverse
BITCOIN,Short,BTCUSD,508801,5,2015-11-06 08:00,2015-11-12 13:00,374.69,332.59,+211,0.00,Reverse
BITCOIN,Short,BTCUSD,509001,5,2015-11-06 10:00,2015-11-12 13:00,368.48,332.59,+179,0.00,Reverse
BITCOIN,Short,BTCUSD,509101,5,2015-11-06 11:00,2015-11-12 13:00,368.85,332.59,+181,0.00,Reverse
BITCOIN,Short,BTCUSD,509201,5,2015-11-06 12:00,2015-11-12 13:00,372.24,332.59,+198,0.00,Reverse
BITCOIN,Short,BTCUSD,509301,5,2015-11-06 13:00,2015-11-12 13:00,376.87,332.59,+221,0.00,Reverse
BITCOIN,Short,BTCUSD,509501,5,2015-11-06 15:00,2015-11-12 13:00,376.72,332.59,+221,0.00,Reverse
BITCOIN,Short,BTCUSD,510401,5,2015-11-09 03:00,2015-11-12 13:00,367.46,332.59,+174,0.00,Reverse
BITCOIN,Short,BTCUSD,510501,5,2015-11-09 04:00,2015-11-12 13:00,369.41,332.59,+184,0.00,Reverse
BITCOIN,Short,BTCUSD,510801,5,2015-11-09 07:00,2015-11-12 13:00,370.21,332.59,+188,0.00,Reverse
BITCOIN,Short,BTCUSD,511101,5,2015-11-09 10:00,2015-11-12 13:00,371.76,332.59,+196,0.00,Reverse
BITCOIN,Short,BTCUSD,511201,5,2015-11-09 11:00,2015-11-12 13:00,373.07,332.59,+202,0.00,Reverse
BITCOIN,Short,BTCUSD,512801,5,2015-11-10 03:00,2015-11-12 13:00,375.99,332.59,+217,0.00,Reverse
BITCOIN,Short,BTCUSD,513601,5,2015-11-10 11:00,2015-11-12 13:00,374.63,332.59,+210,0.00,Reverse
BITCOIN,Short,BTCUSD,514201,6,2015-11-10 17:00,2015-11-12 13:00,356.84,332.59,+146,0.00,Reverse
BITCOIN,Short,BTCUSD,514501,6,2015-11-10 20:00,2015-11-12 13:00,351.93,332.59,+116,0.00,Reverse
BITCOIN,Short,BTCUSD,514901,6,2015-11-11 00:00,2015-11-12 13:00,335.35,332.59,+16.57,0.00,Reverse
BITCOIN,Short,BTCUSD,515001,6,2015-11-11 01:00,2015-11-12 13:00,333.95,332.59,+8.17,0.00,Reverse
BITCOIN,Short,BTCUSD,515301,6,2015-11-11 04:00,2015-11-12 13:00,311.64,332.59,-126,0.00,Reverse
BITCOIN,Short,BTCUSD,515401,6,2015-11-11 05:00,2015-11-12 13:00,312.94,332.59,-118,0.00,Reverse
BITCOIN,Short,BTCUSD,515601,6,2015-11-11 07:00,2015-11-12 13:00,314.31,332.59,-110,0.00,Reverse
BITCOIN,Short,BTCUSD,515801,6,2015-11-11 09:00,2015-11-12 13:00,319.72,332.59,-77.21,0.00,Reverse
BITCOIN,Short,BTCUSD,515901,6,2015-11-11 10:00,2015-11-12 13:00,324.93,332.59,-45.92,0.00,Reverse
BITCOIN,Short,BTCUSD,516101,6,2015-11-11 12:00,2015-11-12 13:00,319.48,332.59,-78.64,0.00,Reverse
BITCOIN,Short,BTCUSD,516201,6,2015-11-11 13:00,2015-11-12 13:00,323.34,332.59,-55.48,0.00,Reverse
BITCOIN,Short,BTCUSD,516601,6,2015-11-11 17:00,2015-11-12 13:00,309.39,332.59,-139,0.00,Reverse
BITCOIN,Short,BTCUSD,516701,6,2015-11-11 18:00,2015-11-12 13:00,309.97,332.59,-136,0.00,Reverse
BITCOIN,Short,BTCUSD,516901,6,2015-11-11 20:00,2015-11-12 13:00,313.24,332.59,-116,0.00,Reverse
BITCOIN,Short,BTCUSD,517301,6,2015-11-12 00:00,2015-11-12 13:00,310.40,332.59,-133,0.00,Reverse
BITCOIN,Short,BTCUSD,517401,6,2015-11-12 01:00,2015-11-12 13:00,313.30,332.59,-116,0.00,Reverse
BITCOIN,Short,BTCUSD,517501,6,2015-11-12 02:00,2015-11-12 13:00,316.92,332.59,-94.02,0.00,Reverse
BITCOIN,Long,BTCUSD,518601,6,2015-11-12 13:00,2015-11-13 13:00,332.59,329.17,-20.52,0.00,Reverse
BITCOIN,Long,BTCUSD,518701,6,2015-11-12 14:00,2015-11-13 13:00,327.27,329.17,+11.42,0.00,Reverse
BITCOIN,Long,BTCUSD,518901,6,2015-11-12 16:00,2015-11-13 13:00,329.06,329.17,+0.67,0.00,Reverse
BITCOIN,Long,BTCUSD,519001,6,2015-11-12 17:00,2015-11-13 13:00,327.15,329.17,+12.14,0.00,Reverse
BITCOIN,Long,BTCUSD,519201,6,2015-11-12 19:00,2015-11-13 13:00,323.68,329.17,+32.94,0.00,Reverse
BITCOIN,Long,BTCUSD,519401,6,2015-11-12 21:00,2015-11-13 13:00,325.37,329.17,+22.79,0.00,Reverse
BITCOIN,Long,BTCUSD,519901,6,2015-11-13 02:00,2015-11-13 13:00,337.12,329.17,-47.70,0.00,Reverse
BITCOIN,Long,BTCUSD,520001,6,2015-11-13 03:00,2015-11-13 13:00,338.82,329.17,-57.88,0.00,Reverse
BITCOIN,Long,BTCUSD,520101,6,2015-11-13 04:00,2015-11-13 13:00,336.92,329.17,-46.53,0.00,Reverse
BITCOIN,Long,BTCUSD,520301,6,2015-11-13 06:00,2015-11-13 13:00,337.40,329.17,-49.39,0.00,Reverse
BITCOIN,Long,BTCUSD,520501,6,2015-11-13 08:00,2015-11-13 13:00,331.95,329.17,-16.67,0.00,Reverse
BITCOIN,Long,BTCUSD,520601,6,2015-11-13 09:00,2015-11-13 13:00,327.77,329.17,+8.37,0.00,Reverse
BITCOIN,Short,BTCUSD,521001,6,2015-11-13 13:00,2015-11-13 19:00,329.17,330.12,-5.71,0.00,Reverse
BITCOIN,Short,BTCUSD,521101,6,2015-11-13 14:00,2015-11-13 19:00,334.66,330.12,+27.21,0.00,Reverse
BITCOIN,Long,BTCUSD,521601,6,2015-11-13 19:00,2015-11-16 00:00,330.12,318.82,-67.79,0.00,Reverse
BITCOIN,Long,BTCUSD,521701,6,2015-11-15 23:00,2015-11-16 00:00,320.40,318.82,-9.48,0.00,Reverse
BITCOIN,Short,BTCUSD,521801,6,2015-11-16 00:00,2015-11-16 23:00,318.82,329.31,-62.94,0.00,Reverse
BITCOIN,Short,BTCUSD,522101,6,2015-11-16 03:00,2015-11-16 23:00,316.51,329.31,-76.84,0.00,Reverse
BITCOIN,Short,BTCUSD,522201,6,2015-11-16 04:00,2015-11-16 23:00,317.53,329.31,-70.71,0.00,Reverse
BITCOIN,Short,BTCUSD,522301,6,2015-11-16 05:00,2015-11-16 23:00,319.01,329.31,-61.81,0.00,Reverse
BITCOIN,Short,BTCUSD,522601,6,2015-11-16 08:00,2015-11-16 23:00,319.37,329.31,-59.69,0.00,Reverse
BITCOIN,Short,BTCUSD,522801,6,2015-11-16 10:00,2015-11-16 23:00,318.92,329.31,-62.37,0.00,Reverse
BITCOIN,Short,BTCUSD,523001,6,2015-11-16 12:00,2015-11-16 23:00,319.43,329.31,-59.31,0.00,Reverse
BITCOIN,Short,BTCUSD,523101,6,2015-11-16 13:00,2015-11-16 23:00,319.01,329.31,-61.82,0.00,Reverse
BITCOIN,Short,BTCUSD,523201,6,2015-11-16 14:00,2015-11-16 23:00,320.07,329.31,-55.43,0.00,Reverse
BITCOIN,Short,BTCUSD,523301,6,2015-11-16 15:00,2015-11-16 23:00,321.46,329.31,-47.14,0.00,Reverse
BITCOIN,Short,BTCUSD,523501,6,2015-11-16 17:00,2015-11-16 23:00,322.85,329.31,-38.76,0.00,Reverse
BITCOIN,Long,BTCUSD,524101,6,2015-11-16 23:00,2015-11-19 18:00,329.31,328.57,-4.48,0.00,Reverse
BITCOIN,Long,BTCUSD,524501,6,2015-11-17 03:00,2015-11-19 18:00,337.36,328.57,-52.76,0.00,Reverse
BITCOIN,Long,BTCUSD,524601,6,2015-11-17 04:00,2015-11-19 18:00,336.73,328.57,-49.00,0.00,Reverse
BITCOIN,Long,BTCUSD,524701,6,2015-11-17 05:00,2015-11-19 18:00,335.78,328.57,-43.31,0.00,Reverse
BITCOIN,Long,BTCUSD,524801,6,2015-11-17 06:00,2015-11-19 18:00,335.15,328.57,-39.53,0.00,Reverse
BITCOIN,Long,BTCUSD,525001,6,2015-11-17 08:00,2015-11-19 18:00,334.24,328.57,-34.05,0.00,Reverse
BITCOIN,Long,BTCUSD,525101,6,2015-11-17 09:00,2015-11-19 18:00,331.76,328.57,-19.18,0.00,Reverse
BITCOIN,Long,BTCUSD,525601,6,2015-11-17 14:00,2015-11-19 18:00,333.89,328.57,-31.93,0.00,Reverse
BITCOIN,Long,BTCUSD,526201,6,2015-11-17 20:00,2015-11-19 18:00,336.32,328.57,-46.53,0.00,Reverse
BITCOIN,Long,BTCUSD,526301,6,2015-11-17 21:00,2015-11-19 18:00,335.24,328.57,-40.07,0.00,Reverse
BITCOIN,Long,BTCUSD,526601,6,2015-11-18 00:00,2015-11-19 18:00,335.53,328.57,-41.80,0.00,Reverse
BITCOIN,Long,BTCUSD,526801,6,2015-11-18 02:00,2015-11-19 18:00,335.13,328.57,-39.39,0.00,Reverse
BITCOIN,Long,BTCUSD,526901,6,2015-11-18 03:00,2015-11-19 18:00,333.71,328.57,-30.86,0.00,Reverse
BITCOIN,Long,BTCUSD,527001,6,2015-11-18 04:00,2015-11-19 18:00,333.27,328.57,-28.25,0.00,Reverse
BITCOIN,Long,BTCUSD,528201,6,2015-11-18 16:00,2015-11-19 18:00,333.83,328.57,-31.60,0.00,Reverse
BITCOIN,Long,BTCUSD,528601,6,2015-11-18 20:00,2015-11-19 18:00,334.22,328.57,-33.92,0.00,Reverse
BITCOIN,Long,BTCUSD,528901,6,2015-11-18 23:00,2015-11-19 18:00,335.96,328.57,-44.34,0.00,Reverse
BITCOIN,Long,BTCUSD,529001,6,2015-11-19 00:00,2015-11-19 18:00,335.80,328.57,-43.40,0.00,Reverse
BITCOIN,Long,BTCUSD,529201,6,2015-11-19 02:00,2015-11-19 18:00,334.19,328.57,-33.74,0.00,Reverse
BITCOIN,Long,BTCUSD,530101,6,2015-11-19 11:00,2015-11-19 18:00,334.54,328.57,-35.86,0.00,Reverse
BITCOIN,Short,BTCUSD,530801,6,2015-11-19 18:00,2015-11-25 18:00,328.57,325.14,+20.53,0.00,Reverse
BITCOIN,Short,BTCUSD,530901,6,2015-11-19 19:00,2015-11-25 18:00,328.82,325.14,+22.06,0.00,Reverse
BITCOIN,Short,BTCUSD,531101,6,2015-11-19 21:00,2015-11-25 18:00,329.13,325.14,+23.92,0.00,Reverse
BITCOIN,Short,BTCUSD,531801,6,2015-11-20 04:00,2015-11-25 18:00,314.65,325.14,-62.98,0.00,Reverse
BITCOIN,Short,BTCUSD,531901,6,2015-11-20 05:00,2015-11-25 18:00,316.91,325.14,-49.40,0.00,Reverse
BITCOIN,Short,BTCUSD,532001,6,2015-11-20 06:00,2015-11-25 18:00,316.66,325.14,-50.91,0.00,Reverse
BITCOIN,Short,BTCUSD,532101,6,2015-11-20 07:00,2015-11-25 18:00,317.62,325.14,-45.16,0.00,Reverse
BITCOIN,Short,BTCUSD,532201,6,2015-11-20 08:00,2015-11-25 18:00,318.05,325.14,-42.59,0.00,Reverse
BITCOIN,Short,BTCUSD,532301,6,2015-11-20 09:00,2015-11-25 18:00,318.56,325.14,-39.52,0.00,Reverse
BITCOIN,Short,BTCUSD,532401,6,2015-11-20 10:00,2015-11-25 18:00,321.48,325.14,-21.97,0.00,Reverse
BITCOIN,Short,BTCUSD,532601,6,2015-11-20 12:00,2015-11-25 18:00,323.45,325.14,-10.14,0.00,Reverse
BITCOIN,Short,BTCUSD,533201,6,2015-11-20 18:00,2015-11-25 18:00,321.23,325.14,-23.49,0.00,Reverse
BITCOIN,Short,BTCUSD,534401,6,2015-11-23 09:00,2015-11-25 18:00,321.71,325.14,-20.60,0.00,Reverse
BITCOIN,Short,BTCUSD,536301,6,2015-11-24 04:00,2015-11-25 18:00,320.93,325.14,-25.28,0.00,Reverse
BITCOIN,Short,BTCUSD,536501,6,2015-11-24 06:00,2015-11-25 18:00,321.33,325.14,-22.87,0.00,Reverse
BITCOIN,Short,BTCUSD,536601,6,2015-11-24 07:00,2015-11-25 18:00,321.25,325.14,-23.35,0.00,Reverse
BITCOIN,Short,BTCUSD,536801,6,2015-11-24 09:00,2015-11-25 18:00,321.01,325.14,-24.82,0.00,Reverse
BITCOIN,Short,BTCUSD,537001,6,2015-11-24 11:00,2015-11-25 18:00,322.41,325.14,-16.42,0.00,Reverse
BITCOIN,Short,BTCUSD,537601,6,2015-11-24 17:00,2015-11-25 18:00,321.60,325.14,-21.24,0.00,Reverse
BITCOIN,Short,BTCUSD,537701,6,2015-11-24 18:00,2015-11-25 18:00,321.88,325.14,-19.59,0.00,Reverse
BITCOIN,Short,BTCUSD,538301,6,2015-11-25 00:00,2015-11-25 18:00,319.57,325.14,-33.44,0.00,Reverse
BITCOIN,Short,BTCUSD,538701,6,2015-11-25 04:00,2015-11-25 18:00,318.11,325.14,-42.23,0.00,Reverse
BITCOIN,Short,BTCUSD,538801,6,2015-11-25 05:00,2015-11-25 18:00,318.49,325.14,-39.94,0.00,Reverse
BITCOIN,Short,BTCUSD,538901,6,2015-11-25 06:00,2015-11-25 18:00,318.88,325.14,-37.58,0.00,Reverse
BITCOIN,Short,BTCUSD,539001,6,2015-11-25 07:00,2015-11-25 18:00,319.05,325.14,-36.58,0.00,Reverse
BITCOIN,Short,BTCUSD,539401,6,2015-11-25 11:00,2015-11-25 18:00,319.10,325.14,-36.28,0.00,Reverse
BITCOIN,Short,BTCUSD,539501,6,2015-11-25 12:00,2015-11-25 18:00,325.12,325.14,-0.12,0.00,Reverse
BITCOIN,Long,BTCUSD,540101,6,2015-11-25 18:00,2015-12-01 13:00,325.14,362.50,+224,0.00,Reverse
BITCOIN,Long,BTCUSD,540501,6,2015-11-25 22:00,2015-12-01 13:00,328.31,362.50,+205,0.00,Reverse
BITCOIN,Long,BTCUSD,540601,6,2015-11-25 23:00,2015-12-01 13:00,327.97,362.50,+207,0.00,Reverse
BITCOIN,Long,BTCUSD,540901,6,2015-11-26 02:00,2015-12-01 13:00,332.04,362.50,+183,0.00,Reverse
BITCOIN,Long,BTCUSD,541001,6,2015-11-26 03:00,2015-12-01 13:00,331.56,362.50,+186,0.00,Reverse
BITCOIN,Long,BTCUSD,541301,6,2015-11-26 06:00,2015-12-01 13:00,332.14,362.50,+182,0.00,Reverse
BITCOIN,Long,BTCUSD,542001,6,2015-11-26 13:00,2015-12-01 13:00,354.24,362.50,+49.55,0.00,Reverse
BITCOIN,Long,BTCUSD,542101,6,2015-11-26 14:00,2015-12-01 13:00,352.96,362.50,+57.21,0.00,Reverse
BITCOIN,Long,BTCUSD,542201,6,2015-11-26 15:00,2015-12-01 13:00,351.44,362.50,+66.35,0.00,Reverse
BITCOIN,Long,BTCUSD,542301,6,2015-11-26 16:00,2015-12-01 13:00,347.22,362.50,+91.64,0.00,Reverse
BITCOIN,Long,BTCUSD,542401,6,2015-11-26 17:00,2015-12-01 13:00,346.38,362.50,+96.68,0.00,Reverse
BITCOIN,Long,BTCUSD,542701,6,2015-11-26 20:00,2015-12-01 13:00,345.57,362.50,+102,0.00,Reverse
BITCOIN,Long,BTCUSD,543201,6,2015-11-27 01:00,2015-12-01 13:00,350.74,362.50,+70.54,0.00,Reverse
BITCOIN,Long,BTCUSD,543401,6,2015-11-27 03:00,2015-12-01 13:00,351.62,362.50,+65.24,0.00,Reverse
BITCOIN,Long,BTCUSD,543501,6,2015-11-27 04:00,2015-12-01 13:00,348.97,362.50,+81.17,0.00,Reverse
BITCOIN,Long,BTCUSD,543901,6,2015-11-27 08:00,2015-12-01 13:00,351.10,362.50,+68.35,0.00,Reverse
BITCOIN,Long,BTCUSD,544301,6,2015-11-27 12:00,2015-12-01 13:00,357.22,362.50,+31.67,0.00,Reverse
BITCOIN,Long,BTCUSD,544601,6,2015-11-27 15:00,2015-12-01 13:00,354.83,362.50,+45.98,0.00,Reverse
BITCOIN,Long,BTCUSD,545201,5,2015-11-30 00:00,2015-12-01 13:00,371.49,362.50,-45.00,0.00,Reverse
